episode,robot_pos,target_pos,step
1665,"[674.4274914369596, 367.2833050713039, 264.0]","[668, 375]",647
1666,"[238.06382726966686, 257.11567157123267, 44.0]","[238, 247]",597
1667,"[133.2175625080415, 430.7571231324924, 308.0]","[123, 432]",589
1668,"[191.69911463409187, 275.02353165050954, 54.0]","[194, 265]",646
1669,"[391.51244001458593, 129.48347385332895, 192.0]","[397, 138]",347
1670,"[638.8315514759876, 110.25027824035301, 138.0]","[649, 111]",1054
1671,"[74.65608592971114, 170.3457688808358, 20.0]","[71, 161]",499
1672,"[296.1294430124123, 491.3541217975682, 338.0]","[287, 487]",1028
1673,"[52.511652898538046, 160.14388720248047, 34.0]","[51, 150]",1592
1674,"[136.83960801507743, 155.25660541382527, 42.0]","[136, 145]",904
1675,"[594.8783480589826, 198.32555385934302, 160.0]","[604, 203]",1249
1676,"[470.29188649384764, 460.54429115652636, 246.0]","[467, 470]",674
1677,"[330.5261237018552, 67.11443850789841, 96.0]","[339, 61]",197
1678,"[397.8592005970901, 238.7064636869173, 78.0]","[403, 230]",610
1679,"[332.9957457875941, 326.04747029695943, 310.0]","[323, 327]",672
1680,"[507.3184106954051, 391.10986987387315, 214.0]","[509, 401]",882
1681,"[671.7486843010454, 374.4947560090452, 180.0]","[679, 382]",1397
1682,"[162.34484244811966, 349.0599161042703, 358.0]","[155, 342]",1194
1683,"[311.17459435261964, 480.18183401347767, 10.0]","[305, 472]",146
1684,"[307.7491915440426, 80.57548693089981, 24.0]","[304, 71]",703
1685,"[533.1790471062076, 209.56859082361856, 218.0]","[534, 220]",410
1686,"[268.1983088429563, 224.67491999111948, 340.0]","[259, 220]",773
1687,"[291.32603246174756, 127.47859949798386, 66.0]","[295, 118]",1130
1688,"[539.7187706930094, 207.05380241866752, 70.0]","[544, 198]",448
1689,"[471.7322751270064, 227.09782505807533, 122.0]","[482, 225]",560
1690,"[700.3831336597285, 388.5501858819726, 206.0]","[704, 398]",734
1691,"[577.0623312905167, 395.4045426382648, 304.0]","[567, 397]",687
1692,"[415.3902499118264, 352.97537422806244, 252.0]","[411, 362]",187
1693,"[703.9902717384933, 402.0442393438659, 220.0]","[705, 412]",1147
1694,"[686.7812373147643, 470.52419326171474, 222.0]","[687, 481]",1162
1695,"[474.82949265715763, 406.7614495007134, 140.0]","[485, 408]",331
1696,"[344.3246915296785, 532.9714719305953, 220.0]","[345, 543]",807
1697,"[334.03456674478326, 218.72950454215388, 26.0]","[331, 209]",652
1698,"[259.222557553502, 293.0476582699685, 242.0]","[256, 303]",638
1699,"[589.9293147218553, 61.18880586099223, 86.0]","[597, 54]",1068
1700,"[171.16656650265884, 240.02929939496858, 102.0]","[180, 235]",232
1701,"[62.277781751892206, 240.64358916245786, 348.0]","[54, 235]",1217
1702,"[594.406058178473, 465.74444765933646, 224.0]","[594, 476]",1143
1703,"[111.78720612097855, 303.3214328369758, 16.0]","[107, 294]",1491
1704,"[707.072200964686, 410.1957885939191, 206.0]","[710, 420]",1184
1705,"[482.87326525812006, 447.78854600765834, 156.0]","[492, 452]",561
1706,"[87.20019047850761, 510.8154518246316, 302.0]","[77, 513]",638
1707,"[340.12083835634303, 131.59554654157316, 96.0]","[348, 125]",927
1708,"[120.52723968499026, 142.2807356638745, 44.0]","[121, 132]",707
1709,"[635.2734902603706, 305.56781535961187, 122.0]","[645, 303]",584
1710,"[235.3399635518551, 472.63634585113675, 310.0]","[225, 473]",994
1711,"[549.5917960089992, 312.9701070486165, 100.0]","[558, 307]",491
1712,"[390.86264070461027, 98.14629498204746, 130.0]","[401, 97]",1086
1713,"[457.9208967368926, 223.67915664175837, 136.0]","[468, 224]",363
1714,"[566.0600545074682, 97.04555998427057, 162.0]","[575, 102]",168
1715,"[203.0615315137367, 469.38973042713076, 274.0]","[195, 476]",816
1716,"[129.41335023640826, 505.6310008442971, 338.0]","[120, 502]",660
1717,"[107.72943353900622, 277.54386304310776, 24.0]","[104, 268]",229
1718,"[653.6963684395388, 212.40955751398852, 166.0]","[662, 218]",822
1719,"[526.4256212089732, 144.2832454024851, 158.0]","[536, 148]",1052
1720,"[484.513037883596, 438.3398649947328, 268.0]","[478, 446]",751
1721,"[170.321543160277, 167.54221247978643, 14.0]","[165, 159]",214
1722,"[241.33490578675512, 100.55388157158816, 26.0]","[238, 91]",940
1723,"[650.2972565835549, 422.8693591211585, 226.0]","[650, 433]",1264
1724,"[252.1483430002965, 496.44121432180503, 338.0]","[243, 492]",710
1725,"[606.5711494481264, 356.57000313301023, 6.0]","[600, 349]",318
1726,"[366.7305967624082, 373.87260696604613, 328.0]","[357, 371]",587
1727,"[259.26613460931907, 66.36708935422558, 124.0]","[269, 64]",649
1728,"[390.7605934024413, 189.54114510604543, 356.0]","[383, 183]",477
1729,"[250.66642000987952, 61.75635337720255, 84.0]","[257, 54]",1097
1730,"[608.0886680060984, 307.4699373769125, 182.0]","[615, 315]",1234
1731,"[72.69460756602864, 232.9855376314696, 298.0]","[63, 236]",340
1732,"[164.3630808075699, 482.99575509666244, 340.0]","[155, 479]",1253
1733,"[727.3056921925172, 526.2928554118841, 206.0]","[730, 536]",946
1734,"[532.0655045725971, 488.2894160598426, 180.0]","[539, 496]",591
1735,"[401.81088167524325, 54.523381454870304, 134.0]","[412, 54]",888
1736,"[433.26510199664614, 509.36709302639355, 324.0]","[423, 508]",537
1737,"[366.9636159487595, 470.9777657141668, 282.0]","[358, 476]",978
1738,"[656.9104898738725, 436.5133775704523, 280.0]","[648, 442]",521
1739,"[399.050247897215, 530.489572932822, 314.0]","[389, 530]",568
1740,"[315.07188300804324, 174.82322742296944, 104.0]","[324, 170]",697
1741,"[458.8382193896759, 185.98132843059645, 136.0]","[469, 186]",383
1742,"[582.5926161902462, 485.8444460905526, 294.0]","[573, 489]",764
1743,"[690.4563570027674, 509.8987093796671, 228.0]","[690, 520]",1271
1744,"[101.86814402198522, 161.82970321356427, 76.0]","[107, 153]",471
1745,"[172.7090551896387, 408.443803652009, 8.0]","[167, 400]",1103
1746,"[346.83207141872685, 308.3797222273503, 298.0]","[337, 311]",342
1747,"[683.6910356776893, 481.5123437534749, 206.0]","[687, 491]",1152
1748,"[71.42198609321775, 441.98315313220587, 18.0]","[67, 433]",1368
1749,"[559.7445954391294, 509.38589197654983, 248.0]","[556, 519]",855
1750,"[553.8217149565128, 518.7452512450432, 216.0]","[555, 529]",273
1751,"[586.6455468649193, 415.96911475345337, 230.0]","[586, 426]",930
1752,"[526.1113326785697, 529.997857541966, 236.0]","[524, 540]",771
1753,"[283.0896635598293, 349.2018012069806, 196.0]","[288, 358]",475
1754,"[137.29484059409438, 124.3583593793791, 82.0]","[143, 116]",498
1755,"[677.8649508085157, 350.2057205686055, 16.0]","[673, 341]",163
1756,"[408.6577080560821, 397.109776550846, 204.0]","[412, 407]",835
1757,"[493.00651058452195, 105.23968649307112, 126.0]","[503, 104]",950
1758,"[732.0753526079308, 264.6988624141241, 170.0]","[740, 271]",1602
1759,"[262.4078376521841, 116.61506931858104, 84.0]","[271, 122]",43
1760,"[551.3288320172646, 166.08307123770012, 102.0]","[560, 161]",542
1761,"[704.8944173302629, 306.37102542012104, 172.0]","[713, 313]",1433
1762,"[569.4429643955808, 422.30598997436635, 184.0]","[576, 430]",845
1763,"[386.98613016619765, 356.31819527998914, 208.0]","[390, 366]",857
1764,"[333.4466710816904, 249.08041596809122, 236.0]","[331, 259]",315
1765,"[82.75458355861092, 106.65007605497533, 26.0]","[80, 97]",1366
1766,"[133.86625738111385, 471.8433959391712, 332.0]","[124, 469]",1149
1767,"[578.2791184887578, 324.93001711175555, 164.0]","[574, 334]",83
1768,"[462.0213484829853, 155.0189316098489, 194.0]","[467, 164]",922
1769,"[313.06271896080733, 215.0041104017434, 52.0]","[315, 205]",1017
1770,"[678.8079157915566, 239.6255851318548, 74.0]","[684, 231]",342
1771,"[246.142056800682, 361.9746566870764, 232.0]","[245, 372]",555
1772,"[439.6871975891892, 107.60719344863479, 162.0]","[449, 112]",744
1773,"[556.0493994682687, 169.48178027037966, 174.0]","[564, 176]",436
1774,"[176.89476275731423, 119.34913205804993, 48.0]","[178, 109]",1569
1775,"[280.9526611258896, 323.3374119837805, 172.0]","[289, 330]",363
1776,"[718.2498215071498, 453.66130547785417, 224.0]","[718, 464]",583
1777,"[520.2738805716888, 336.2648634745487, 258.0]","[515, 345]",686
1778,"[561.4662316791255, 55.11386485519293, 116.0]","[571, 52]",531
1779,"[571.9840820431499, 538.7050408276785, 222.0]","[572, 549]",1392
1780,"[60.52801331366647, 83.04837294070147, 40.0]","[60, 73]",567
1781,"[574.8012716011214, 526.7673779257365, 342.0]","[566, 522]",392
1782,"[112.89045555969585, 543.717131099109, 274.0]","[105, 550]",974
1783,"[328.0730235683849, 118.0173536815317, 30.0]","[326, 108]",988
1784,"[469.12290932647176, 261.72128868867514, 204.0]","[473, 271]",803
1785,"[395.0590986901121, 169.80971191750086, 14.0]","[390, 161]",652
1786,"[671.6000630986091, 333.7283340892389, 24.0]","[668, 324]",169
1787,"[268.13272646197083, 211.1380793412148, 10.0]","[262, 203]",832
1788,"[77.26138201123982, 363.85637546857436, 352.0]","[69, 358]",1429
1789,"[546.5240425839695, 494.86929301562, 232.0]","[545, 505]",855
1790,"[310.19403995449477, 288.8731338403876, 74.0]","[315, 280]",538
1791,"[366.14407234840854, 282.23269253752727, 194.0]","[371, 291]",184
1792,"[138.0382711808354, 180.80323272444218, 14.0]","[133, 172]",828
1793,"[635.2094038443594, 285.056386448189, 196.0]","[640, 294]",509
1794,"[78.39454664907187, 122.20125220186327, 36.0]","[77, 112]",931
1795,"[202.99364095583834, 75.43209929738941, 10.0]","[197, 67]",230
1796,"[658.9323247673835, 329.38586311273747, 140.0]","[669, 330]",151
1797,"[576.6214106022009, 400.605901720977, 244.0]","[573, 410]",159
1798,"[464.94614200224345, 405.47400509725713, 186.0]","[471, 414]",508
1799,"[276.57433651391193, 491.1473371729229, 270.0]","[269, 498]",380
1800,"[465.04940388279385, 492.48198536883405, 350.0]","[457, 486]",446
1801,"[507.8991577766895, 113.31021615512333, 146.0]","[518, 116]",812
1802,"[472.5283110811315, 115.7043785390843, 158.0]","[482, 120]",1092
1803,"[591.5020360828313, 504.387227793242, 280.0]","[583, 510]",793
1804,"[375.7205364805772, 62.73556111137003, 32.0]","[373, 53]",815
1805,"[259.6111354638056, 133.2224430464541, 50.0]","[261, 123]",864
1806,"[115.73745230044062, 236.14706669522369, 34.0]","[114, 226]",1508
1807,"[135.43298132601237, 132.95452578470685, 84.0]","[142, 125]",613
1808,"[602.3826527018208, 299.37796058603607, 258.0]","[597, 308]",262
1809,"[569.0147661227157, 170.18882387810066, 56.0]","[571, 160]",419
1810,"[261.0324508093575, 444.8030914386082, 268.0]","[254, 452]",793
1811,"[589.7634583246048, 526.7763439163713, 172.0]","[598, 533]",145
1812,"[278.50768851520894, 271.77972203941, 358.0]","[271, 265]",1090
1813,"[261.5931541844978, 167.22966020189313, 54.0]","[263, 157]",930
1814,"[63.00250128688198, 473.4986478774403, 342.0]","[54, 469]",1112
1815,"[635.6342977882757, 178.0284201767889, 128.0]","[646, 177]",863
1816,"[244.4211980437987, 252.0955090353919, 350.0]","[236, 246]",1072
1817,"[299.8691843223786, 368.4686244400581, 4.0]","[293, 361]",591
1818,"[533.8458495713468, 145.36496445413644, 66.0]","[538, 136]",948
1819,"[262.0053063462098, 387.8918886000648, 146.0]","[272, 390]",332
1820,"[385.3536070559088, 119.80458856625056, 82.0]","[392, 112]",772
1821,"[297.2188033932889, 463.3742926684952, 310.0]","[287, 464]",268
1822,"[347.8536709992288, 128.02116668712682, 100.0]","[356, 122]",329
1823,"[228.45308034159711, 165.9939422576003, 116.0]","[238, 163]",687
1824,"[633.9994026314081, 480.0923027245276, 238.0]","[631, 490]",950
1825,"[277.89325527134247, 90.73790936991905, 118.0]","[288, 88]",1128
1826,"[694.0110921603916, 221.14628810381447, 72.0]","[699, 212]",477
1827,"[117.46600496317899, 259.4901306098274, 12.0]","[112, 251]",103
1828,"[359.9883092799255, 313.7704774460402, 310.0]","[350, 315]",694
1829,"[586.9737912613022, 153.99060226799682, 172.0]","[595, 160]",1061
1830,"[307.81128663862194, 218.16275793490328, 288.0]","[299, 223]",173
1831,"[332.1679687172986, 544.0943293789288, 286.0]","[323, 549]",1040
1832,"[611.5345460362797, 306.0458584019317, 210.0]","[614, 316]",566
1833,"[579.6885517742314, 111.2090330490807, 254.0]","[574, 120]",66
1834,"[441.5613361758141, 315.470937070409, 202.0]","[445, 325]",794
1835,"[489.1848595886961, 537.6060358166577, 226.0]","[489, 548]",712
1836,"[237.93678263486888, 456.41538110409306, 298.0]","[228, 459]",710
1837,"[148.96467701783274, 148.0088623091723, 16.0]","[144, 139]",81
1838,"[272.261914628025, 360.65247281685043, 112.0]","[282, 357]",261
1839,"[710.5435447583169, 523.8036221041308, 216.0]","[712, 534]",1545
1840,"[353.65519949513464, 492.5775711274537, 294.0]","[344, 496]",1052
1841,"[712.1526121441434, 318.8102011694396, 228.0]","[711, 329]",735
1842,"[721.2000977453118, 218.50162895639068, 204.0]","[725, 228]",665
1843,"[719.856020551014, 157.9376827260676, 172.0]","[728, 164]",669
1844,"[432.5422559536469, 259.8984610480604, 28.0]","[430, 250]",821
1845,"[468.25314384283456, 396.18466315447995, 210.0]","[471, 406]",894
1846,"[220.7909530739688, 154.32497584207607, 12.0]","[215, 146]",1095
1847,"[324.4176798092465, 100.98876896028759, 52.0]","[326, 91]",1059
1848,"[596.7884637955635, 203.97345114532055, 174.0]","[605, 210]",580
1849,"[688.0841352988588, 254.375111644741, 182.0]","[695, 262]",624
1850,"[476.7631468479233, 519.2956586867033, 274.0]","[469, 526]",1066
1851,"[408.54994230021543, 397.14485547794555, 242.0]","[406, 407]",988
1852,"[246.01638149923843, 169.770501035066, 104.0]","[255, 165]",787
1853,"[65.8694302049683, 474.1165800904062, 300.0]","[56, 477]",1047
1854,"[715.9960097361106, 290.9454118234659, 218.0]","[717, 301]",174
1855,"[365.3895916337014, 81.89051869247523, 82.0]","[372, 74]",894
1856,"[446.3640341796042, 323.622658190449, 226.0]","[446, 334]",684
1857,"[475.464604156867, 491.590480392352, 222.0]","[476, 502]",416
1858,"[415.5969480843323, 484.1334586588762, 262.0]","[409, 492]",990
1859,"[303.0886784373816, 207.70614314600246, 60.0]","[306, 198]",385
1860,"[549.7671468431946, 324.6953578986134, 122.0]","[560, 323]",234
1861,"[117.73286322246543, 119.35898758406682, 40.0]","[117, 109]",1023
1862,"[131.53489921736377, 270.7384644724611, 76.0]","[137, 262]",519
1863,"[501.63646031162455, 277.469962155104, 66.0]","[505, 268]",578
1864,"[641.5707525859576, 526.7356894202112, 280.0]","[633, 532]",823
1865,"[58.66565471206881, 84.36975543581289, 66.0]","[63, 75]",1006
1866,"[266.9679016888778, 271.18772792229055, 254.0]","[262, 280]",364
1867,"[71.21578410258584, 517.0162900262342, 338.0]","[62, 513]",1828
1868,"[81.09743928370797, 65.3326877296444, 88.0]","[88, 58]",949
1869,"[624.2301714123237, 116.38432216588969, 152.0]","[634, 119]",1015
1870,"[578.7322758313951, 520.7172411251404, 246.0]","[575, 530]",114
1871,"[722.887602379045, 214.6331899140942, 186.0]","[729, 223]",1444
1872,"[483.77454806730316, 98.89195843053635, 86.0]","[490, 91]",80
1873,"[569.1027325939365, 249.23011089997527, 38.0]","[568, 239]",554
1874,"[710.6905730995417, 73.78818782656109, 82.0]","[717, 66]",490
1875,"[654.7479096047629, 274.170970002722, 208.0]","[658, 284]",1463
1876,"[355.6432421708107, 275.8592148315462, 132.0]","[366, 276]",649
1877,"[541.6072080894716, 241.76554362723186, 138.0]","[552, 243]",592
1878,"[401.3888911050882, 538.289168113441, 258.0]","[396, 547]",718
1879,"[662.0006226082503, 254.0783951454621, 212.0]","[664, 264]",81
1880,"[338.3217610519811, 108.16911494751085, 356.0]","[331, 101]",457
1881,"[383.9220904920097, 174.62609372449793, 118.0]","[394, 172]",586
1882,"[605.580819009603, 238.2877997757013, 174.0]","[613, 245]",828
1883,"[328.28998894288844, 204.5774326013351, 118.0]","[338, 202]",798
1884,"[589.6749073943218, 445.1808424335338, 270.0]","[582, 452]",560
1885,"[416.35531634909677, 456.69692849811963, 10.0]","[411, 448]",514
1886,"[505.0009766210712, 537.4147800780223, 342.0]","[496, 533]",480
1887,"[614.9838516820473, 56.06167565820346, 126.0]","[625, 55]",506
1888,"[252.32192488691092, 469.7358013135618, 346.0]","[244, 464]",644
1889,"[675.8238776802843, 235.8677691711044, 168.0]","[684, 242]",1389
1890,"[730.9049510026604, 145.04350773110554, 124.0]","[741, 143]",847
1891,"[126.56317439165113, 102.42351517317977, 62.0]","[130, 93]",1292
1892,"[349.38862977862954, 81.38425586324912, 182.0]","[356, 89]",660
1893,"[198.82724140165772, 484.6846345409756, 216.0]","[200, 495]",417
1894,"[361.6469447181683, 64.8843326957758, 58.0]","[364, 55]",800
1895,"[566.8060508898108, 153.6995598545024, 144.0]","[577, 155]",373
1896,"[115.65952400454456, 197.4105919479587, 20.0]","[112, 188]",1069
1897,"[508.98785513216984, 388.87693811823556, 234.0]","[507, 399]",326
1898,"[314.2354474138398, 481.58524444439223, 268.0]","[307, 489]",189
1899,"[241.12217487482576, 475.1560557916944, 2.0]","[234, 468]",464
1900,"[389.04517324387456, 548.4233106072603, 310.0]","[379, 549]",1274
1901,"[434.95578911543043, 242.87053948073876, 300.0]","[425, 245]",481
1902,"[264.9989194547024, 225.0308449131005, 222.0]","[266, 235]",538
1903,"[231.57539499443902, 108.13625658944515, 334.0]","[222, 105]",74
1904,"[279.78346788310904, 215.9733705464755, 354.0]","[272, 209]",1082
1905,"[609.9616177599074, 163.58273299774706, 124.0]","[620, 162]",659
1906,"[463.7166452188175, 394.03193113202263, 36.0]","[462, 384]",493
1907,"[605.918902500579, 325.86460637524505, 220.0]","[607, 336]",901
1908,"[141.72283158231306, 73.26923285026342, 52.0]","[143, 63]",1457
1909,"[662.242332036014, 274.7534720249485, 192.0]","[668, 283]",697
1910,"[210.62897595912716, 62.32221450833059, 10.0]","[205, 54]",870
1911,"[607.5715395707958, 348.0100991200497, 290.0]","[598, 352]",708
1912,"[672.5614315438437, 91.97310665715841, 202.0]","[675, 102]",102
1913,"[125.52274233489781, 488.951550131989, 338.0]","[116, 485]",574
1914,"[117.76606166813768, 458.6802506862936, 274.0]","[110, 465]",596
1915,"[234.28073093171392, 275.4444809568621, 304.0]","[224, 277]",413
1916,"[679.0113291176273, 491.81956417519194, 282.0]","[670, 497]",526
1917,"[488.057980039821, 203.75698113967277, 28.0]","[485, 194]",221
1918,"[603.5897736684461, 122.43888796356167, 160.0]","[613, 127]",1527
1919,"[727.3804921917697, 170.12293876003488, 194.0]","[732, 179]",602
1920,"[656.2727628154078, 284.5426441593393, 188.0]","[662, 293]",1261
1921,"[465.605521054926, 265.4134249604196, 138.0]","[476, 266]",876
1922,"[601.0795872887913, 306.75780837783503, 184.0]","[608, 314]",713
1923,"[528.5066459733741, 516.5888287652349, 202.0]","[532, 526]",1146
1924,"[208.12957856025676, 405.2008049557681, 308.0]","[198, 406]",869
1925,"[552.2673148699316, 521.2449130549318, 240.0]","[550, 531]",949
1926,"[194.81694539558686, 296.89880544713577, 28.0]","[192, 287]",1253
1927,"[341.302248089294, 536.0254623077445, 310.0]","[331, 537]",704
