episode,robot_pos,target_pos,step
4253,"[589.5518577209589, 81.68741993768516, 130.0]","[600, 81]",754
4254,"[325.5002475196775, 158.9554730088064, 68.0]","[330, 150]",443
4255,"[542.7557551781275, 414.84315351509974, 252.0]","[538, 424]",857
4256,"[69.94083503047152, 91.28930801133343, 34.0]","[68, 81]",1448
4257,"[534.8708028863344, 139.8822985791697, 38.0]","[545, 142]",20
4258,"[696.8937627164892, 439.9153195108193, 232.0]","[696, 450]",1361
4259,"[141.62462695540302, 422.53038181345397, 8.0]","[136, 414]",1293
4260,"[461.54198544453106, 358.4592303480794, 26.0]","[458, 349]",598
4261,"[462.9119593273223, 221.33750976936182, 196.0]","[468, 230]",867
4262,"[385.90092341607675, 394.87503317335137, 194.0]","[391, 404]",606
4263,"[414.083403969011, 492.3628187440142, 298.0]","[404, 495]",1014
4264,"[394.18703325749294, 474.1390165291545, 318.0]","[384, 474]",826
4265,"[437.86607004083174, 500.4937925067112, 346.0]","[429, 495]",354
4266,"[453.6904863300114, 468.06508691851315, 252.0]","[449, 477]",541
4267,"[444.06330477324775, 221.24923879515333, 52.0]","[446, 211]",979
4268,"[298.5103976682652, 72.28984343125416, 36.0]","[297, 62]",797
4269,"[280.18707517702967, 124.68216117688173, 92.0]","[288, 118]",507
4270,"[222.78061421105352, 148.5061644740785, 352.0]","[215, 142]",919
4271,"[484.7896656891326, 310.38606598212, 298.0]","[475, 313]",638
4272,"[354.2298271105995, 301.57681866092054, 290.0]","[345, 306]",238
4273,"[417.9606811041232, 204.1227127357106, 206.0]","[421, 214]",578
4274,"[527.4940648613025, 93.92931756268635, 86.0]","[534, 86]",814
4275,"[250.154456220173, 297.1076541210671, 358.0]","[243, 290]",778
4276,"[676.2843910521299, 334.95219264000025, 30.0]","[674, 325]",226
4277,"[404.4124967539523, 193.59124944340755, 202.0]","[408, 203]",742
4278,"[218.84003790558396, 330.3110095457524, 354.0]","[211, 324]",618
4279,"[393.61084554548506, 415.87419731683246, 268.0]","[386, 423]",321
4280,"[502.1233476607132, 379.9094448503651, 32.0]","[500, 370]",125
4281,"[714.1855146125081, 91.6939502561636, 150.0]","[724, 95]",1482
4282,"[350.329953802098, 251.24145762362303, 318.0]","[340, 250]",446
4283,"[95.316759502043, 278.4450286107761, 40.0]","[95, 268]",853
4284,"[373.5836874661869, 302.85347596882804, 62.0]","[377, 293]",522
4285,"[120.28932708436133, 300.212855278713, 18.0]","[116, 291]",1454
4286,"[168.9855128441666, 125.2091247932903, 10.0]","[163, 117]",958
4287,"[417.3482082146941, 349.2426918215054, 210.0]","[420, 359]",930
4288,"[634.4480141829603, 55.71769008150775, 110.0]","[644, 52]",420
4289,"[231.74179602110453, 184.31378068256754, 44.0]","[232, 174]",1309
4290,"[619.7053221413859, 297.47439883217965, 246.0]","[616, 307]",600
4291,"[278.8396720007788, 106.50019323099734, 146.0]","[289, 109]",230
4292,"[675.2607322842246, 371.56070104554533, 200.0]","[679, 381]",1453
4293,"[419.087455016751, 178.31085574951027, 270.0]","[422, 188]",46
4294,"[721.236189633022, 286.2699868293194, 102.0]","[730, 281]",424
4295,"[739.6349611138968, 212.55736450022974, 116.0]","[749, 209]",357
4296,"[371.13504573197827, 453.1526529721942, 310.0]","[361, 454]",532
4297,"[368.09535093679756, 379.7487775372902, 28.0]","[365, 370]",931
4298,"[554.4400525972723, 447.3135203052838, 192.0]","[560, 456]",405
4299,"[316.79862298544157, 272.77156929261366, 2.0]","[310, 265]",978
4300,"[532.7709503147917, 531.9989256440771, 224.0]","[533, 542]",861
4301,"[511.5085594241274, 252.27435986230208, 208.0]","[514, 262]",1003
4302,"[480.48226918193996, 378.7074795551587, 232.0]","[479, 389]",737
4303,"[669.5012760581898, 264.73290557050944, 270.0]","[662, 272]",454
4304,"[650.9189374660375, 467.74837182725764, 222.0]","[651, 478]",1164
4305,"[691.9700106310438, 385.0340548893547, 218.0]","[693, 395]",926
4306,"[488.91691131950176, 482.69283867444875, 248.0]","[485, 492]",1013
4307,"[139.99852102371094, 316.54509481501526, 356.0]","[132, 310]",1037
4308,"[214.66063410007018, 141.86973225806534, 82.0]","[221, 134]",386
4309,"[651.6841547036323, 502.69261922708694, 248.0]","[647, 512]",461
4310,"[548.7854683779047, 132.04085908344774, 160.0]","[558, 136]",721
4311,"[581.7888477815964, 114.59082936842354, 128.0]","[592, 113]",849
4312,"[98.90583664817419, 347.60958366581536, 2.0]","[92, 340]",484
4313,"[704.4965032727328, 386.9783275878739, 232.0]","[703, 397]",1033
4314,"[516.3196193135209, 531.734889206013, 228.0]","[516, 542]",865
4315,"[404.4855465143791, 381.00277515609145, 44.0]","[405, 371]",227
4316,"[247.1547481482295, 440.7628718639695, 302.0]","[237, 443]",738
4317,"[185.86645610641366, 311.6216196176621, 28.0]","[183, 302]",1303
4318,"[164.01878959560423, 378.44530190529326, 20.0]","[160, 369]",835
4319,"[222.10466408275857, 82.61180304677497, 60.0]","[225, 73]",1317
4320,"[513.1442164426312, 165.03359567437502, 32.0]","[511, 155]",561
4321,"[471.5835550859243, 372.9368656957552, 34.0]","[470, 363]",570
4322,"[179.02812053776526, 386.67632781486503, 224.0]","[179, 397]",331
4323,"[223.63331862081913, 134.83261328920983, 24.0]","[220, 125]",613
4324,"[144.67918113043703, 79.11040152390477, 80.0]","[151, 71]",645
4325,"[599.8733014212629, 241.72946673774547, 158.0]","[609, 246]",1182
4326,"[624.0995498587389, 338.45609796217093, 124.0]","[634, 337]",369
4327,"[564.2157614014195, 339.22735536093245, 208.0]","[567, 349]",1195
4328,"[444.99970161976313, 179.51069979967892, 134.0]","[455, 179]",576
4329,"[162.93750500630225, 364.9245074363718, 322.0]","[153, 363]",938
4330,"[306.20629027033664, 62.90967156573676, 104.0]","[315, 58]",631
4331,"[162.0147838113049, 158.23214937520697, 38.0]","[161, 148]",1538
4332,"[495.60604329540956, 426.63101262547144, 2.0]","[489, 419]",536
4333,"[129.42369576412122, 401.47470686479056, 334.0]","[120, 398]",406
4334,"[594.0248372013232, 209.19272333185336, 140.0]","[604, 210]",809
4335,"[679.5534901238781, 307.7260710074195, 286.0]","[671, 313]",330
4336,"[679.1665679186206, 495.59387187277866, 222.0]","[679, 506]",886
4337,"[401.49995328152625, 174.79854092783896, 150.0]","[411, 178]",948
4338,"[545.9496903370439, 114.82958335515141, 148.0]","[556, 117]",591
4339,"[267.4743690361326, 146.1469419189791, 52.0]","[269, 136]",577
4340,"[374.27576867129665, 262.0171586901175, 234.0]","[373, 272]",428
4341,"[369.67410616191347, 449.3820726850004, 258.0]","[364, 458]",938
4342,"[226.07406869653508, 506.25697613507555, 314.0]","[216, 506]",834
4343,"[732.668142702128, 155.64174273059552, 184.0]","[739, 164]",1323
4344,"[295.00079041799466, 287.08870165921877, 252.0]","[290, 296]",357
4345,"[594.8373077494243, 200.5820694936629, 2.0]","[588, 193]",230
4346,"[197.77781776827302, 279.2944385001664, 218.0]","[201, 289]",72
4347,"[298.070394469539, 422.4793845163559, 20.0]","[294, 413]",685
4348,"[738.9861032813125, 163.4384188885215, 94.0]","[747, 157]",738
4349,"[618.7153313252192, 209.09369247174644, 180.0]","[626, 216]",985
4350,"[248.06903621291204, 417.2344400955357, 162.0]","[257, 422]",256
4351,"[570.4469207645064, 480.97098012860573, 240.0]","[568, 491]",1033
4352,"[406.4385205488355, 511.89126602476506, 222.0]","[407, 522]",860
4353,"[453.4961728256181, 478.27246778606013, 194.0]","[459, 487]",504
4354,"[482.8742089212863, 171.92129248838725, 172.0]","[491, 178]",173
4355,"[195.93888551235926, 197.6847506755862, 188.0]","[202, 206]",237
4356,"[345.4635726962665, 237.75298228338565, 164.0]","[354, 243]",697
4357,"[618.8180367677616, 471.02590060676386, 232.0]","[618, 481]",1577
4358,"[444.92761543176283, 342.67236958103007, 144.0]","[455, 344]",315
4359,"[334.50710461831136, 144.3715806538717, 44.0]","[335, 134]",137
4360,"[405.488977925043, 186.2354841977919, 158.0]","[415, 190]",322
4361,"[126.0855144283396, 111.57485105914166, 358.0]","[119, 104]",968
4362,"[611.9793797618374, 97.0695733224785, 78.0]","[618, 89]",828
4363,"[237.99292802979565, 130.208467883035, 56.0]","[240, 120]",1225
4364,"[694.8709427255947, 339.52517058137533, 128.0]","[705, 338]",405
4365,"[98.50459017033259, 295.7552559938519, 56.0]","[101, 286]",673
4366,"[502.7721181071287, 194.00579146034838, 168.0]","[511, 200]",877
4367,"[245.31721041086183, 233.1044215172409, 56.0]","[248, 223]",261
4368,"[391.3322535408022, 298.308409903567, 318.0]","[381, 298]",588
4369,"[620.469765468871, 310.7055841719766, 288.0]","[611, 315]",453
4370,"[138.90320363066317, 193.8637530026178, 2.0]","[132, 186]",228
4371,"[687.0461064429951, 51.68036709090979, 150.0]","[697, 54]",512
4372,"[679.2686568370551, 309.6811757774256, 212.0]","[681, 320]",1447
4373,"[326.03793670188986, 188.95424348618866, 116.0]","[336, 186]",719
4374,"[361.18241614908936, 504.41380433257996, 242.0]","[358, 514]",1072
4375,"[724.3418790334994, 385.0049252343333, 212.0]","[727, 395]",1299
4376,"[443.736954025919, 237.36603397959928, 334.0]","[434, 234]",324
4377,"[115.26808006915802, 268.73448319458925, 28.0]","[112, 259]",789
4378,"[683.7954462013487, 358.6198428037985, 202.0]","[688, 368]",1118
4379,"[647.7786336820903, 521.6844979930196, 198.0]","[652, 531]",1028
4380,"[363.67744181417186, 83.18972828074487, 130.0]","[374, 83]",1216
4381,"[296.67377475793387, 67.30338625092352, 48.0]","[297, 57]",1021
4382,"[121.03520177851586, 287.1907248845786, 6.0]","[115, 279]",270
4383,"[530.2689442085641, 354.4394910774415, 254.0]","[525, 363]",698
4384,"[426.023112655766, 347.9877773853452, 238.0]","[423, 358]",140
4385,"[120.4893305667749, 103.2864279029419, 44.0]","[120, 93]",931
4386,"[613.2937545504927, 434.87109689149594, 110.0]","[623, 431]",148
4387,"[373.42101098364276, 218.9477757713353, 218.0]","[375, 229]",406
4388,"[351.66835552113184, 236.9611371285837, 290.0]","[342, 241]",434
4389,"[119.15206555301282, 266.0360080001679, 358.0]","[112, 259]",76
4390,"[550.3973976464844, 486.15158699630155, 292.0]","[541, 490]",341
4391,"[543.4562791389002, 194.55154733042866, 98.0]","[552, 189]",552
4392,"[486.252937934, 521.6689879600845, 220.0]","[487, 532]",783
4393,"[340.27730078062285, 416.42974914562217, 340.0]","[331, 412]",781
4394,"[474.8657875946346, 206.44877574581858, 326.0]","[465, 204]",514
4395,"[578.9429950925872, 255.9956116128527, 192.0]","[584, 265]",871
4396,"[198.31071847142303, 227.39882247225256, 358.0]","[191, 220]",1150
4397,"[655.9385878352327, 343.1508558190824, 70.0]","[660, 334]",60
4398,"[88.7416771669224, 337.940781810801, 90.0]","[96, 331]",302
4399,"[697.2045194404595, 309.74558390112, 194.0]","[702, 319]",1522
4400,"[333.0691901431527, 94.48132949344635, 82.0]","[339, 86]",570
4401,"[316.84070043290615, 437.85461046493106, 130.0]","[327, 437]",188
4402,"[131.47744744897633, 73.20939486403341, 38.0]","[130, 63]",1314
4403,"[105.5480417568758, 404.6809664580847, 284.0]","[97, 410]",783
4404,"[580.8044793196422, 100.99249353882303, 104.0]","[590, 96]",571
4405,"[217.178554643573, 173.9168351630816, 58.0]","[220, 164]",646
4406,"[701.74911396354, 482.8292321077254, 184.0]","[708, 491]",935
4407,"[319.59751208910325, 188.23790595933824, 190.0]","[325, 197]",524
4408,"[186.5178328160575, 90.8087661282403, 12.0]","[181, 82]",1151
4409,"[382.4889965628032, 251.78219366116556, 24.0]","[379, 242]",547
4410,"[603.4150694484272, 517.0527194015001, 154.0]","[613, 520]",148
4411,"[327.11912775243553, 402.5559939837572, 308.0]","[317, 404]",671
4412,"[390.1384532749342, 144.25713463092762, 152.0]","[400, 147]",413
4413,"[95.63065257634511, 75.73253108344494, 4.0]","[89, 68]",443
4414,"[193.54079033868857, 364.8161425624786, 338.0]","[184, 361]",984
4415,"[722.6522864762311, 394.22336566734305, 204.0]","[726, 404]",1493
4416,"[264.4959504302853, 329.0200483197877, 336.0]","[255, 325]",927
4417,"[172.59130327750148, 238.61524939125877, 2.0]","[166, 231]",1012
4418,"[128.5293138781658, 162.6316398702606, 74.0]","[134, 154]",624
4419,"[375.6443746293113, 82.03680718886119, 84.0]","[382, 74]",137
4420,"[522.0133378046453, 272.56377113438344, 164.0]","[531, 277]",1013
4421,"[506.61636546418026, 515.0656693399633, 264.0]","[500, 523]",805
4422,"[435.28373259794336, 185.816217887268, 340.0]","[426, 182]",439
4423,"[658.7781492518063, 504.76072469885435, 220.0]","[660, 515]",1345
4424,"[59.91928584816928, 134.07324649465556, 34.0]","[58, 124]",446
4425,"[120.55379316821934, 533.8511309462086, 210.0]","[123, 544]",110
4426,"[54.97965780310586, 329.44815113240804, 22.0]","[51, 320]",906
4427,"[523.0682147802279, 440.77874810551407, 194.0]","[528, 450]",500
4428,"[336.8394354988643, 382.28323746455663, 272.0]","[329, 389]",197
4429,"[149.98895122868163, 345.4978504905262, 354.0]","[142, 339]",680
4430,"[219.84505890268713, 408.705487725825, 342.0]","[211, 404]",722
4431,"[707.2353049962671, 100.55940918142647, 112.0]","[717, 97]",1093
4432,"[710.025719604896, 183.26003931081055, 198.0]","[715, 192]",1446
4433,"[374.21379035666786, 523.7762453678941, 230.0]","[373, 534]",434
4434,"[286.4390895338789, 110.10500674980378, 350.0]","[278, 104]",470
4435,"[736.5290196864626, 178.86158815109613, 176.0]","[744, 186]",677
4436,"[663.3300569511584, 72.99507137384488, 156.0]","[673, 77]",1645
4437,"[543.9357502740688, 346.0573859524357, 40.0]","[543, 336]",515
4438,"[141.8087532585581, 200.54302510699932, 4.0]","[135, 193]",529
4439,"[445.7577034691217, 464.7239638837201, 230.0]","[445, 475]",584
4440,"[141.64783878355067, 413.36026381866367, 296.0]","[132, 416]",923
4441,"[216.97514545923946, 358.54958785617964, 290.0]","[208, 363]",362
4442,"[265.0623137380007, 383.840793964548, 216.0]","[266, 394]",603
4443,"[236.55425704162445, 231.69362849195778, 6.0]","[230, 224]",1168
4444,"[732.4896148916748, 502.1883796330939, 204.0]","[736, 512]",1419
4445,"[271.9722986846588, 434.33601696561647, 242.0]","[269, 444]",862
4446,"[429.1206014198349, 281.5824821962927, 154.0]","[439, 285]",712
4447,"[489.4500836246185, 302.1093298793845, 48.0]","[490, 292]",399
4448,"[459.4009068750785, 225.86178802828337, 156.0]","[469, 230]",275
4449,"[611.7935587698214, 135.9409840716325, 104.0]","[621, 131]",775
4450,"[521.6655916963946, 79.78164207410623, 128.0]","[532, 79]",689
4451,"[619.378036766754, 63.315170160439145, 166.0]","[628, 69]",1118
4452,"[330.0110860719474, 346.277192682687, 284.0]","[321, 351]",711
4453,"[83.54618123043869, 261.4883782982431, 260.0]","[78, 270]",383
4454,"[362.12413011157247, 290.86885781362986, 32.0]","[360, 281]",829
4455,"[278.03290726741204, 426.78554861023, 278.0]","[270, 433]",568
4456,"[502.29882759259584, 528.5652905221374, 188.0]","[508, 537]",633
4457,"[125.36145007117345, 292.90188705519114, 270.0]","[118, 300]",404
4458,"[128.71091917374676, 418.1356746802112, 334.0]","[119, 415]",600
4459,"[104.61571879208482, 373.10873230920606, 332.0]","[95, 370]",1243
4460,"[657.2265764795687, 325.6341288671136, 84.0]","[664, 318]",83
4461,"[689.8394700131472, 58.55051910730039, 142.0]","[700, 60]",710
4462,"[660.6837916329264, 356.2443249895271, 268.0]","[654, 364]",315
4463,"[262.705149691621, 481.1659266572209, 330.0]","[253, 478]",564
4464,"[258.87224632217703, 441.4399117660619, 330.0]","[249, 439]",698
4465,"[78.86356732809405, 183.31726375388337, 342.0]","[70, 178]",906
4466,"[380.2628424565447, 444.2716771894012, 340.0]","[371, 440]",901
4467,"[419.0694338734571, 60.588106837302824, 60.0]","[422, 51]",377
4468,"[429.64919875019245, 455.92040334326657, 358.0]","[422, 449]",380
4469,"[553.3141925912173, 430.4681247518682, 154.0]","[563, 434]",128
4470,"[302.6604642783977, 404.45723015630466, 274.0]","[295, 411]",464
4471,"[246.95374018686687, 80.15809495550009, 46.0]","[247, 70]",722
4472,"[451.1262692316629, 145.52885085630783, 76.0]","[457, 137]",405
4473,"[560.890244009175, 393.8790927626881, 172.0]","[569, 400]",977
4474,"[391.3069729723084, 463.72092837749074, 232.0]","[390, 474]",593
4475,"[376.7606469204104, 357.33961171917366, 90.0]","[384, 350]",186
4476,"[346.2355580694159, 119.15776549989401, 312.0]","[336, 119]",273
4477,"[376.4292747290861, 370.35732100057425, 256.0]","[371, 379]",435
4478,"[581.8377601455473, 299.45864530216267, 4.0]","[575, 292]",157
4479,"[387.2464302437867, 239.79965022088984, 76.0]","[392, 231]",629
4480,"[118.19058851703602, 383.55921915498, 20.0]","[114, 374]",1399
4481,"[148.21961143323313, 181.97969160682905, 102.0]","[157, 177]",850
4482,"[61.23763561268096, 341.0956627309164, 356.0]","[54, 334]",1655
4483,"[534.5868534311604, 504.9009313839278, 216.0]","[536, 515]",177
4484,"[671.8128483384867, 147.36229585582151, 10.0]","[666, 139]",184
4485,"[730.6712135113039, 435.0031624652136, 224.0]","[731, 445]",1591
4486,"[136.7258870199115, 344.1999177152751, 300.0]","[127, 347]",709
4487,"[211.01493501129661, 377.6410863641219, 30.0]","[208, 368]",1120
4488,"[729.3871959373921, 176.10104648675136, 176.0]","[737, 183]",1075
4489,"[515.18997491842, 420.9743445817342, 224.0]","[515, 431]",1279
4490,"[674.0102897401988, 436.46827258567174, 188.0]","[680, 445]",737
4491,"[672.1026489327214, 504.37658225551513, 210.0]","[675, 514]",952
4492,"[454.933442705753, 212.72730907963563, 232.0]","[453, 223]",227
4493,"[462.11504243127644, 106.04993364433538, 166.0]","[471, 111]",236
4494,"[474.8479637349069, 530.9506402398931, 222.0]","[475, 541]",720
4495,"[621.0795573663289, 121.06147415320018, 84.0]","[627, 113]",981
4496,"[275.33123573735554, 189.7217216037483, 78.0]","[281, 181]",326
4497,"[585.3321769586856, 474.4824064334076, 200.0]","[589, 484]",835
4498,"[188.03539489414246, 517.1420142595567, 252.0]","[183, 526]",767
4499,"[453.8139168476876, 164.52959803964131, 140.0]","[464, 165]",147
4500,"[62.77665937974521, 292.91740637742686, 2.0]","[56, 285]",1478
4501,"[583.1853255819674, 439.84716934644985, 262.0]","[577, 448]",494
4502,"[674.0916608022974, 450.7568631844952, 228.0]","[673, 461]",1209
4503,"[110.06999960909268, 321.3909560794631, 350.0]","[102, 315]",1578
4504,"[332.35463670765915, 540.0453753599336, 280.0]","[324, 546]",531
4505,"[508.3328151695196, 81.64638907181876, 112.0]","[518, 78]",1097
4506,"[497.2469031946317, 221.94797828265615, 54.0]","[499, 212]",328
4507,"[295.76128348198176, 69.90061117798018, 2.0]","[289, 62]",850
4508,"[419.77396386537833, 290.324830270149, 144.0]","[430, 292]",573
4509,"[286.40369321394354, 179.0595500082588, 120.0]","[296, 176]",577
4510,"[608.7530080414682, 173.5265954173452, 108.0]","[618, 169]",831
4511,"[650.8932063844703, 252.1962516502764, 206.0]","[654, 262]",626
4512,"[705.1446566840629, 353.06425010108273, 208.0]","[708, 363]",1523
4513,"[344.64502358221944, 503.7186756414019, 354.0]","[337, 497]",470
4514,"[215.253258901054, 376.67552114305767, 338.0]","[206, 372]",576
4515,"[351.3330524863335, 124.09628844782118, 56.0]","[354, 114]",839
4516,"[372.4589586678139, 196.94251700536066, 32.0]","[370, 187]",975
4517,"[413.4528213295219, 313.6706239861917, 10.0]","[408, 305]",490
4518,"[541.0515981687109, 158.87309600218498, 216.0]","[542, 169]",295
4519,"[333.0547876606874, 430.6296066668574, 30.0]","[330, 421]",428
4520,"[614.1388446906008, 512.6869017568837, 200.0]","[618, 522]",471
4521,"[85.55310978001576, 198.15377540851227, 356.0]","[78, 191]",865
4522,"[500.1628070148087, 404.09419103536084, 44.0]","[500, 394]",383
4523,"[304.4334948331195, 261.40539877406263, 254.0]","[299, 270]",478
4524,"[233.50900570727265, 494.634506317487, 334.0]","[224, 491]",1142
4525,"[59.30042902727965, 91.78347540439997, 4.0]","[53, 84]",431
4526,"[422.5841225844977, 451.2903432617556, 270.0]","[415, 458]",344
4527,"[280.42098587727884, 241.9149469803781, 184.0]","[287, 250]",537
4528,"[320.10765447930333, 514.9156876444728, 320.0]","[310, 514]",1223
4529,"[582.5164385493733, 238.76135863763346, 76.0]","[588, 230]",735
4530,"[332.3095859891759, 322.79355233829483, 218.0]","[334, 333]",300
4531,"[626.8020906916015, 335.63514882168914, 222.0]","[627, 346]",1014
4532,"[278.4202172269319, 521.728233357558, 260.0]","[272, 530]",277
4533,"[595.7587221518286, 443.25569305849706, 274.0]","[588, 450]",422
4534,"[658.0955002802044, 59.12109246285429, 146.0]","[668, 61]",1564
4535,"[380.6617722174727, 428.40215983788556, 334.0]","[371, 425]",742
4536,"[508.2088209121902, 83.47328817200395, 28.0]","[505, 74]",411
4537,"[396.1078168889404, 454.8759219733457, 230.0]","[395, 465]",602
4538,"[262.64931967484875, 528.5023241459265, 206.0]","[266, 538]",544
4539,"[335.58862003368364, 275.88570202613585, 158.0]","[345, 280]",638
4540,"[367.60064805833065, 382.22855180632166, 210.0]","[370, 392]",682
4541,"[684.8417173459238, 330.04821250463596, 50.0]","[686, 320]",274
4542,"[469.37828765004497, 534.6814658464234, 262.0]","[463, 543]",590
4543,"[174.5352123587123, 186.80665739080146, 82.0]","[181, 179]",818
4544,"[100.46507488886189, 337.750458354064, 356.0]","[93, 331]",1499
4545,"[111.84677951798218, 59.91547277328702, 54.0]","[114, 50]",1308
4546,"[615.9142108696693, 260.10530570700166, 88.0]","[623, 253]",573
4547,"[698.1232571900837, 100.33930207208479, 188.0]","[704, 109]",1521
4548,"[574.3069687161023, 423.5954454398999, 204.0]","[578, 433]",1151
4549,"[155.37012783533854, 501.81262032858376, 262.0]","[149, 510]",982
4550,"[235.22176773396922, 75.31912592169977, 52.0]","[236, 65]",247
4551,"[553.2771993057228, 422.8006800806554, 214.0]","[555, 433]",1154
4552,"[560.1053437893748, 371.9885656143378, 198.0]","[565, 381]",1080
4553,"[84.50666938562512, 310.97072273072604, 356.0]","[77, 304]",1041
4554,"[673.391455600878, 529.7609094741682, 232.0]","[672, 540]",1303
4555,"[670.7135662932362, 274.78945076601985, 188.0]","[677, 283]",1313
4556,"[597.0973357440602, 115.43080649482104, 124.0]","[607, 114]",1087
4557,"[684.3090537021275, 466.0060664853809, 222.0]","[685, 476]",178
4558,"[145.28456283103316, 452.7333193936794, 314.0]","[135, 453]",1036
4559,"[457.2900265914795, 496.915199560203, 198.0]","[462, 506]",908
4560,"[589.2196990231912, 496.73329883187995, 228.0]","[588, 507]",1509
4561,"[591.6930920378279, 296.5934092422944, 298.0]","[582, 300]",516
4562,"[739.9874819794456, 345.7345019826909, 204.0]","[744, 355]",1367
4563,"[95.9142015201584, 108.98633064934549, 52.0]","[97, 99]",889
4564,"[507.32471918373085, 128.37635844100961, 244.0]","[514, 136]",59
4565,"[408.6638345080482, 343.140848368914, 280.0]","[400, 349]",143
4566,"[86.58513336242214, 200.41210762983482, 40.0]","[86, 190]",1009
4567,"[430.8738437929864, 470.6335522870343, 226.0]","[430, 481]",638
4568,"[632.7729521903286, 265.0269770662731, 172.0]","[641, 271]",727
4569,"[281.92432536891005, 342.54352776738136, 120.0]","[292, 340]",429
4570,"[441.25569780822445, 388.96446597988694, 320.0]","[431, 388]",433
4571,"[679.9822533183859, 103.53648333651843, 134.0]","[690, 104]",1140
4572,"[189.11001024666993, 492.0393057608739, 284.0]","[180, 497]",881
4573,"[115.73820459938321, 109.13539595816894, 50.0]","[117, 99]",816
4574,"[159.23859315429118, 481.77055304346607, 308.0]","[149, 483]",1119
4575,"[359.58090257508786, 187.91390950295448, 54.0]","[361, 178]",942
4576,"[737.1270312563498, 111.1786644166822, 122.0]","[747, 109]",876
4577,"[477.1784599298653, 312.6239722603776, 174.0]","[485, 319]",866
4578,"[340.2408395208479, 407.66845388139274, 248.0]","[336, 417]",479
4579,"[523.8482110270674, 169.72206206645112, 182.0]","[531, 177]",558
4580,"[345.23449889546623, 83.9256272580065, 36.0]","[344, 74]",561
4581,"[109.68276637933846, 258.5221589001356, 0.0]","[103, 251]",1283
4582,"[560.4081074034973, 442.589979027759, 218.0]","[561, 453]",1070
4583,"[691.1186220179275, 487.01012323687695, 234.0]","[690, 497]",714
4584,"[132.50847111728424, 105.24987290211747, 50.0]","[134, 95]",1442
4585,"[332.7890479714491, 479.5256125800314, 282.0]","[324, 485]",454
4586,"[459.12164248456054, 322.4737185569081, 350.0]","[451, 316]",268
4587,"[412.73610161412097, 287.43790593427974, 140.0]","[423, 289]",755
4588,"[495.6709102355094, 267.6311937644151, 170.0]","[504, 274]",666
4589,"[157.62568456174318, 545.9991964456012, 292.0]","[148, 550]",473
4590,"[633.5744911347642, 146.48609007367168, 108.0]","[643, 142]",599
4591,"[254.39252362341225, 71.28339356171608, 76.0]","[260, 63]",1153
4592,"[618.8580619525552, 213.58496548746712, 294.0]","[609, 217]",96
4593,"[136.3080100974026, 258.8791505135307, 16.0]","[131, 250]",895
4594,"[61.69487029262428, 148.71120322069083, 356.0]","[54, 142]",797
4595,"[373.7410975043446, 485.2048709284299, 268.0]","[367, 493]",173
4596,"[149.7430048505861, 84.32042270163839, 68.0]","[154, 75]",705
4597,"[494.3327791068955, 217.71342832613144, 224.0]","[494, 228]",415
4598,"[445.09015538272536, 333.6903372824834, 340.0]","[436, 329]",441
4599,"[570.9575741557454, 306.9401742351849, 192.0]","[576, 316]",869
4600,"[88.51802157474928, 430.87484873953605, 350.0]","[80, 425]",1208
4601,"[610.8126508511849, 315.8869415628865, 200.0]","[615, 325]",751
4602,"[101.52434418627438, 322.96555363853065, 232.0]","[100, 333]",199
4603,"[139.3000885957275, 508.0072954158561, 278.0]","[131, 514]",570
4604,"[188.15327488839048, 74.27776536117027, 38.0]","[187, 64]",1028
4605,"[248.78929502082337, 114.68455934890363, 132.0]","[259, 114]",189
4606,"[116.25531356198135, 423.6957163165439, 318.0]","[106, 423]",448
4607,"[443.2252113377697, 294.49024491827663, 154.0]","[453, 298]",622
4608,"[491.807805822491, 62.48688266676227, 130.0]","[502, 62]",906
4609,"[436.0766662686567, 538.399337453049, 350.0]","[428, 532]",520
4610,"[113.05262290387996, 170.15523163750274, 6.0]","[107, 162]",1066
4611,"[351.24464584606255, 319.16226455482706, 312.0]","[341, 320]",631
4612,"[141.71752047484625, 214.17811494581832, 40.0]","[141, 204]",1407
4613,"[368.71228144638974, 265.22902632180046, 158.0]","[378, 269]",728
4614,"[477.9863607152637, 112.10222188066179, 8.0]","[472, 104]",567
4615,"[257.67630753502175, 130.64766896414372, 28.0]","[255, 121]",797
4616,"[530.9690946064516, 144.41301994781065, 324.0]","[521, 143]",363
4617,"[532.348539030494, 184.08463222018483, 46.0]","[533, 174]",604
4618,"[359.46002282907705, 433.55444202443135, 64.0]","[363, 424]",131
4619,"[478.9426130158271, 93.47804658394871, 98.0]","[487, 87]",214
4620,"[733.3285780759905, 478.94425423745037, 222.0]","[734, 489]",764
4621,"[553.0421101095689, 466.5417722294072, 164.0]","[562, 471]",287
4622,"[174.195821539968, 348.97996989973035, 12.0]","[169, 340]",777
4623,"[67.70252391996856, 446.8084500598815, 294.0]","[58, 450]",734
4624,"[386.208608709648, 103.90599814147353, 26.0]","[383, 94]",756
4625,"[537.0033261349859, 482.97384117388117, 190.0]","[543, 491]",1078
4626,"[628.2974629280916, 264.486885760586, 204.0]","[632, 274]",1319
4627,"[102.60105475246962, 331.77083190333127, 28.0]","[100, 322]",1005
4628,"[258.03277819661747, 391.81308415868307, 12.0]","[253, 383]",1099
